# 
{"kP":"10","kD":"0","kI":"0","density":"997","profile":["led: 25, 25, 100","dive: 5.0, 0.30, 30.00, 500.00"]}

led: 25, 25, 100
EX20, 00:05:15, 132.03, 3.14

EX20, 00:05:16, 132.07, 3.15
EX20, 00:05:16, 132.10, 3.15
EX20, 00:05:16, 132.15, 3.15
EX20, 00:05:16, 132.20, 3.16
EX20, 00:05:16, 132.23, 3.16
EX20, 00:05:16, 132.25, 3.17
EX20, 00:05:16, 132.28, 3.17
EX20, 00:05:16, 132.31, 3.17
EX20, 00:05:17, 132.32, 3.17
EX20, 00:05:17, 132.35, 3.18
EX20, 00:05:17, 132.38, 3.18
EX20, 00:05:17, 132.41, 3.18
EX20, 00:05:17, 132.45, 3.19
EX20, 00:05:17, 132.51, 3.19
EX20, 00:05:17, 132.59, 3.20
EX20, 00:05:17, 132.67, 3.21
EX20, 00:05:18, 132.72, 3.21
EX20, 00:05:18, 132.78, 3.22
EX20, 00:05:18, 132.84, 3.23
EX20, 00:05:18, 132.96, 3.24
EX20, 00:05:18, 132.95, 3.24
EX20, 00:05:18, 133.02, 3.24
EX20, 00:05:18, 133.04, 3.25
EX20, 00:05:19, 133.10, 3.25
EX20, 00:05:19, 133.12, 3.26
EX20, 00:05:19, 133.16, 3.26
EX20, 00:05:19, 133.19, 3.26
EX20, 00:05:19, 133.09, 3.25
EX20, 00:05:19, 133.06, 3.25
EX20, 00:05:19, 133.01, 3.24
EX20, 00:05:19, 132.97, 3.24
EX20, 00:05:20, 132.90, 3.23
EX20, 00:05:20, 132.79, 3.22
EX20, 00:05:20, 132.70, 3.21

EX20, 00:05:20, 132.63, 3.20
EX20, 00:05:20, 132.58, 3.20
EX20, 00:05:20, 132.46, 3.19
EX20, 00:05:20, 132.35, 3.18
EX20, 00:05:20, 132.25, 3.17
EX20, 00:05:21, 132.18, 3.16
EX20, 00:05:21, 132.12, 3.15
EX20, 00:05:21, 132.08, 3.15
EX20, 00:05:21, 132.07, 3.15
EX20, 00:05:21, 132.04, 3.14
EX20, 00:05:21, 131.98, 3.14
EX20, 00:05:21, 131.88, 3.13
EX20, 00:05:21, 131.85, 3.12
EX20, 00:05:22, 131.83, 3.12
EX20, 00:05:22, 131.84, 3.12
EX20, 00:05:22, 131.83, 3.12
EX20, 00:05:22, 131.94, 3.13
EX20, 00:05:22, 132.17, 3.16
EX20, 00:05:22, 132.40, 3.18
EX20, 00:05:22, 132.33, 3.17
EX20, 00:05:22, 132.40, 3.18
EX20, 00:05:23, 132.55, 3.20
EX20, 00:05:23, 132.75, 3.22
EX20, 00:05:23, 133.06, 3.25
EX20, 00:05:23, 133.32, 3.27
EX20, 00:05:23, 133.56, 3.30
EX20, 00:05:23, 133.69, 3.31
EX20, 00:05:23, 133.72, 3.32
EX20, 00:05:23, 133.76, 3.32
EX20, 00:05:24, 133.91, 3.34
EX20, 00:05:24, 133.84, 3.33
EX20, 00:05:24, 133.65, 3.31
EX20, 00:05:24, 133.43, 3.29
EX20, 00:05:24, 133.32, 3.27

EX20, 00:05:24, 133.21, 3.26
EX20, 00:05:24, 133.02, 3.24
EX20, 00:05:24, 132.80, 3.22
EX20, 00:05:25, 132.62, 3.20
EX20, 00:05:25, 132.43, 3.18
EX20, 00:05:25, 132.24, 3.16
EX20, 00:05:25, 132.03, 3.14
EX20, 00:05:25, 131.85, 3.12
EX20, 00:05:25, 131.67, 3.11
EX20, 00:05:25, 131.48, 3.09
EX20, 00:05:25, 131.27, 3.07
EX20, 00:05:26, 131.08, 3.05
EX20, 00:05:26, 130.90, 3.03
EX20, 00:05:26, 130.76, 3.01
EX20, 00:05:26, 130.62, 3.00
EX20, 00:05:26, 130.45, 2.98
EX20, 00:05:26, 130.29, 2.96
EX20, 00:05:26, 130.10, 2.95
EX20, 00:05:26, 129.91, 2.93
EX20, 00:05:27, 129.72, 2.91
EX20, 00:05:27, 129.54, 2.89
EX20, 00:05:27, 129.36, 2.87
EX20, 00:05:27, 129.17, 2.85
EX20, 00:05:27, 129.01, 2.83
EX20, 00:05:27, 128.90, 2.82
EX20, 00:05:27, 128.77, 2.81
EX20, 00:05:27, 128.66, 2.80
EX20, 00:05:28, 128.62, 2.79
EX20, 00:05:28, 128.59, 2.79
EX20, 00:05:28, 128.55, 2.79
EX20, 00:05:28, 128.41, 2.77
EX20, 00:05:28, 128.29, 2.76
EX20, 00:05:28, 128.13, 2.74
EX20, 00:05:28, 127.97, 2.73

EX20, 00:05:29, 127.82, 2.71
EX20, 00:05:29, 127.71, 2.70
EX20, 00:05:29, 127.61, 2.69
EX20, 00:05:29, 127.49, 2.68
EX20, 00:05:29, 127.42, 2.67
EX20, 00:05:29, 127.32, 2.66
EX20, 00:05:29, 127.15, 2.64
EX20, 00:05:29, 127.03, 2.63
EX20, 00:05:30, 126.92, 2.62
EX20, 00:05:30, 126.83, 2.61
EX20, 00:05:30, 126.77, 2.61
EX20, 00:05:30, 126.73, 2.60
EX20, 00:05:30, 126.71, 2.60
EX20, 00:05:30, 126.68, 2.60
EX20, 00:05:30, 126.66, 2.59
EX20, 00:05:30, 126.68, 2.60
EX20, 00:05:31, 126.65, 2.59
EX20, 00:05:31, 126.56, 2.58
EX20, 00:05:31, 126.48, 2.57
EX20, 00:05:31, 126.34, 2.56
EX20, 00:05:31, 126.18, 2.54
EX20, 00:05:31, 126.03, 2.53
EX20, 00:05:31, 125.92, 2.52
EX20, 00:05:31, 125.81, 2.51
EX20, 00:05:32, 125.71, 2.50
EX20, 00:05:32, 125.50, 2.48
EX20, 00:05:32, 125.32, 2.46
EX20, 00:05:32, 125.11, 2.44
EX20, 00:05:32, 124.94, 2.42
EX20, 00:05:32, 124.76, 2.40
EX20, 00:05:32, 124.59, 2.38
EX20, 00:05:32, 124.40, 2.36
EX20, 00:05:33, 124.24, 2.35
EX20, 00:05:33, 124.06, 2.33

EX20, 00:05:33, 123.89, 2.31
EX20, 00:05:33, 123.70, 2.29
EX20, 00:05:33, 123.51, 2.27
EX20, 00:05:33, 123.35, 2.26
EX20, 00:05:33, 123.20, 2.24
EX20, 00:05:33, 123.06, 2.23
EX20, 00:05:34, 122.93, 2.21
EX20, 00:05:34, 122.79, 2.20
EX20, 00:05:34, 122.66, 2.18
EX20, 00:05:34, 122.54, 2.17
EX20, 00:05:34, 122.43, 2.16
EX20, 00:05:34, 122.32, 2.15
EX20, 00:05:34, 122.23, 2.14
EX20, 00:05:34, 122.15, 2.13
EX20, 00:05:35, 122.08, 2.13
EX20, 00:05:35, 122.04, 2.12
EX20, 00:05:35, 121.98, 2.12
EX20, 00:05:35, 121.85, 2.10
EX20, 00:05:35, 121.73, 2.09
EX20, 00:05:35, 121.59, 2.08
EX20, 00:05:35, 121.39, 2.05
EX20, 00:05:35, 121.22, 2.04
EX20, 00:05:36, 121.08, 2.02
EX20, 00:05:36, 120.88, 2.00
EX20, 00:05:36, 120.72, 1.99
EX20, 00:05:36, 120.59, 1.97
EX20, 00:05:36, 120.47, 1.96
EX20, 00:05:36, 120.36, 1.95
EX20, 00:05:36, 120.27, 1.94
EX20, 00:05:36, 120.20, 1.93
EX20, 00:05:37, 120.14, 1.93
EX20, 00:05:37, 120.11, 1.92
EX20, 00:05:37, 120.09, 1.92
EX20, 00:05:37, 120.09, 1.92

EX20, 00:05:37, 120.11, 1.92
EX20, 00:05:37, 120.15, 1.93
EX20, 00:05:37, 120.19, 1.93
EX20, 00:05:37, 120.25, 1.94
EX20, 00:05:38, 120.32, 1.95
EX20, 00:05:38, 120.41, 1.95
EX20, 00:05:38, 120.50, 1.96
EX20, 00:05:38, 120.61, 1.98
EX20, 00:05:38, 120.73, 1.99
EX20, 00:05:38, 120.85, 2.00
EX20, 00:05:38, 120.98, 2.01
EX20, 00:05:39, 121.11, 2.03
EX20, 00:05:39, 121.23, 2.04
EX20, 00:05:39, 121.10, 2.02
EX20, 00:05:39, 120.92, 2.01
EX20, 00:05:39, 120.78, 1.99
EX20, 00:05:39, 120.65, 1.98
EX20, 00:05:39, 120.52, 1.97
EX20, 00:05:39, 120.38, 1.95
EX20, 00:05:40, 120.25, 1.94
EX20, 00:05:40, 120.15, 1.93
EX20, 00:05:40, 120.07, 1.92
EX20, 00:05:40, 120.00, 1.91
EX20, 00:05:40, 119.96, 1.91
EX20, 00:05:40, 119.94, 1.91
EX20, 00:05:40, 119.93, 1.91
EX20, 00:05:40, 119.93, 1.91
EX20, 00:05:41, 119.95, 1.91
EX20, 00:05:41, 119.98, 1.91
EX20, 00:05:41, 120.02, 1.91
EX20, 00:05:41, 120.07, 1.92
EX20, 00:05:41, 120.13, 1.93
EX20, 00:05:41, 120.19, 1.93
EX20, 00:05:41, 120.24, 1.94

EX20, 00:05:41, 120.29, 1.94
EX20, 00:05:42, 120.35, 1.95
EX20, 00:05:42, 120.35, 1.95
EX20, 00:05:42, 120.35, 1.95
EX20, 00:05:42, 120.36, 1.95
EX20, 00:05:42, 120.39, 1.95
EX20, 00:05:42, 120.43, 1.96
EX20, 00:05:42, 120.48, 1.96
EX20, 00:05:42, 120.51, 1.96
EX20, 00:05:43, 120.51, 1.96
EX20, 00:05:43, 120.49, 1.96
EX20, 00:05:43, 120.45, 1.96
EX20, 00:05:43, 120.42, 1.96
EX20, 00:05:43, 120.41, 1.95
EX20, 00:05:43, 120.36, 1.95
EX20, 00:05:43, 120.29, 1.94
EX20, 00:05:43, 120.17, 1.93
EX20, 00:05:44, 120.06, 1.92
EX20, 00:05:44, 119.90, 1.90
EX20, 00:05:44, 119.74, 1.89
EX20, 00:05:44, 119.57, 1.87
EX20, 00:05:44, 119.36, 1.85
EX20, 00:05:44, 119.17, 1.83
EX20, 00:05:44, 118.98, 1.81
EX20, 00:05:44, 118.78, 1.79
EX20, 00:05:45, 118.62, 1.77
EX20, 00:05:45, 118.51, 1.76
EX20, 00:05:45, 118.46, 1.75
EX20, 00:05:45, 118.44, 1.75
EX20, 00:05:45, 118.46, 1.75
EX20, 00:05:45, 118.47, 1.76
EX20, 00:05:45, 118.49, 1.76
EX20, 00:05:45, 118.49, 1.76
EX20, 00:05:46, 118.49, 1.76

EX20, 00:05:46, 118.49, 1.76
EX20, 00:05:46, 118.51, 1.76
EX20, 00:05:46, 118.57, 1.77
EX20, 00:05:46, 118.58, 1.77
EX20, 00:05:46, 118.51, 1.76
EX20, 00:05:46, 118.47, 1.76
EX20, 00:05:46, 118.44, 1.75
EX20, 00:05:47, 118.42, 1.75
EX20, 00:05:47, 118.43, 1.75
EX20, 00:05:47, 118.39, 1.75
EX20, 00:05:47, 118.30, 1.74
EX20, 00:05:47, 118.22, 1.73
EX20, 00:05:47, 118.16, 1.72
EX20, 00:05:47, 118.11, 1.72
EX20, 00:05:47, 118.05, 1.71
EX20, 00:05:48, 118.01, 1.71
EX20, 00:05:48, 117.96, 1.70
EX20, 00:05:48, 117.92, 1.70
EX20, 00:05:48, 117.89, 1.70
EX20, 00:05:48, 117.87, 1.69
EX20, 00:05:48, 117.86, 1.69
EX20, 00:05:48, 117.84, 1.69
EX20, 00:05:48, 117.76, 1.68
EX20, 00:05:49, 117.63, 1.67
EX20, 00:05:49, 117.41, 1.65
EX20, 00:05:49, 117.17, 1.62
EX20, 00:05:49, 116.95, 1.60
EX20, 00:05:49, 116.76, 1.58
EX20, 00:05:49, 116.60, 1.56
EX20, 00:05:49, 116.46, 1.55
EX20, 00:05:50, 116.36, 1.54
EX20, 00:05:50, 116.27, 1.53
EX20, 00:05:50, 116.21, 1.53
EX20, 00:05:50, 116.17, 1.52

EX20, 00:05:50, 116.15, 1.52
EX20, 00:05:50, 116.14, 1.52
EX20, 00:05:50, 116.14, 1.52
EX20, 00:05:50, 116.15, 1.52
EX20, 00:05:51, 116.18, 1.52
EX20, 00:05:51, 116.22, 1.53
EX20, 00:05:51, 116.27, 1.53
EX20, 00:05:51, 116.33, 1.54
EX20, 00:05:51, 116.41, 1.55
EX20, 00:05:51, 116.47, 1.55
EX20, 00:05:51, 116.38, 1.54
EX20, 00:05:51, 116.19, 1.52
EX20, 00:05:52, 115.96, 1.50
EX20, 00:05:52, 115.77, 1.48
EX20, 00:05:52, 115.58, 1.46
EX20, 00:05:52, 115.41, 1.44
EX20, 00:05:52, 115.24, 1.43
EX20, 00:05:52, 115.09, 1.41
EX20, 00:05:52, 114.96, 1.40
EX20, 00:05:52, 114.86, 1.39
EX20, 00:05:53, 114.78, 1.38
EX20, 00:05:53, 114.74, 1.37
EX20, 00:05:53, 114.72, 1.37
EX20, 00:05:53, 114.71, 1.37
EX20, 00:05:53, 114.71, 1.37
EX20, 00:05:53, 114.72, 1.37
EX20, 00:05:53, 114.60, 1.36
EX20, 00:05:53, 114.47, 1.35
EX20, 00:05:54, 114.37, 1.34
EX20, 00:05:54, 114.26, 1.33
EX20, 00:05:54, 114.12, 1.31
EX20, 00:05:54, 113.94, 1.29
EX20, 00:05:54, 113.75, 1.27
EX20, 00:05:54, 113.58, 1.26

EX20, 00:05:54, 113.44, 1.24
EX20, 00:05:54, 113.29, 1.23
EX20, 00:05:55, 113.14, 1.21
EX20, 00:05:55, 113.01, 1.20
EX20, 00:05:55, 112.91, 1.19
EX20, 00:05:55, 112.83, 1.18
EX20, 00:05:55, 112.78, 1.17
EX20, 00:05:55, 112.75, 1.17
EX20, 00:05:55, 112.74, 1.17
EX20, 00:05:55, 112.74, 1.17
EX20, 00:05:56, 112.75, 1.17
EX20, 00:05:56, 112.77, 1.17
EX20, 00:05:56, 112.81, 1.18
EX20, 00:05:56, 112.84, 1.18
EX20, 00:05:56, 112.86, 1.18
EX20, 00:05:56, 112.88, 1.18
EX20, 00:05:56, 112.84, 1.18
EX20, 00:05:56, 112.81, 1.18
EX20, 00:05:57, 112.80, 1.18
EX20, 00:05:57, 112.81, 1.18
EX20, 00:05:57, 112.73, 1.17
EX20, 00:05:57, 112.57, 1.15
EX20, 00:05:57, 112.42, 1.14
EX20, 00:05:57, 112.27, 1.12
EX20, 00:05:57, 112.13, 1.11
EX20, 00:05:57, 112.00, 1.09
EX20, 00:05:58, 111.87, 1.08
EX20, 00:05:58, 111.75, 1.07
EX20, 00:05:58, 111.66, 1.06
EX20, 00:05:58, 111.60, 1.05
EX20, 00:05:58, 111.56, 1.05
EX20, 00:05:58, 111.55, 1.05
EX20, 00:05:58, 111.54, 1.05
EX20, 00:05:58, 111.54, 1.05

EX20, 00:05:59, 111.55, 1.05
EX20, 00:05:59, 111.57, 1.05
EX20, 00:05:59, 111.60, 1.05
EX20, 00:05:59, 111.61, 1.05
EX20, 00:05:59, 111.62, 1.06
EX20, 00:05:59, 111.57, 1.05
EX20, 00:05:59, 111.54, 1.05
EX20, 00:05:59, 111.48, 1.04
EX20, 00:06:00, 111.39, 1.03
EX20, 00:06:00, 111.34, 1.03
EX20, 00:06:00, 111.27, 1.02
EX20, 00:06:00, 111.21, 1.01
EX20, 00:06:00, 111.12, 1.00
EX20, 00:06:00, 111.01, 0.99
EX20, 00:06:00, 110.91, 0.98
EX20, 00:06:01, 110.82, 0.97
EX20, 00:06:01, 110.77, 0.97
EX20, 00:06:01, 110.76, 0.97
EX20, 00:06:01, 110.77, 0.97
EX20, 00:06:01, 110.79, 0.97
EX20, 00:06:01, 110.83, 0.97
EX20, 00:06:01, 110.80, 0.97
EX20, 00:06:01, 110.71, 0.96
EX20, 00:06:02, 110.57, 0.95
EX20, 00:06:02, 110.40, 0.93
EX20, 00:06:02, 110.24, 0.91
EX20, 00:06:02, 110.03, 0.89
EX20, 00:06:02, 109.82, 0.87
EX20, 00:06:02, 109.60, 0.85
EX20, 00:06:02, 109.39, 0.83
EX20, 00:06:02, 109.22, 0.81
EX20, 00:06:03, 109.02, 0.79
EX20, 00:06:03, 108.73, 0.76
EX20, 00:06:03, 108.46, 0.73

EX20, 00:06:03, 108.21, 0.71
EX20, 00:06:03, 108.00, 0.69
EX20, 00:06:03, 107.79, 0.66
EX20, 00:06:03, 107.54, 0.64
EX20, 00:06:03, 107.29, 0.61
EX20, 00:06:04, 107.07, 0.59
EX20, 00:06:04, 106.87, 0.57
EX20, 00:06:04, 106.65, 0.55
EX20, 00:06:04, 106.42, 0.52
EX20, 00:06:04, 106.19, 0.50
EX20, 00:06:04, 105.97, 0.48
EX20, 00:06:04, 105.78, 0.46
EX20, 00:06:04, 105.62, 0.44
EX20, 00:06:05, 105.49, 0.43
EX20, 00:06:05, 105.38, 0.42
EX20, 00:06:05, 105.29, 0.41
EX20, 00:06:05, 105.22, 0.40
EX20, 00:06:05, 105.16, 0.39
EX20, 00:06:05, 105.12, 0.39
EX20, 00:06:05, 105.09, 0.39
EX20, 00:06:05, 105.09, 0.39
EX20, 00:06:06, 105.10, 0.39
EX20, 00:06:06, 105.12, 0.39
EX20, 00:06:06, 105.16, 0.39
EX20, 00:06:06, 105.20, 0.40
EX20, 00:06:06, 105.26, 0.41
EX20, 00:06:06, 105.33, 0.41
EX20, 00:06:06, 105.41, 0.42
EX20, 00:06:06, 105.49, 0.43
EX20, 00:06:07, 105.58, 0.44
EX20, 00:06:07, 105.69, 0.45
EX20, 00:06:07, 105.80, 0.46
EX20, 00:06:07, 105.93, 0.47
EX20, 00:06:07, 106.06, 0.49

EX20, 00:06:07, 106.19, 0.50
EX20, 00:06:07, 106.34, 0.52
EX20, 00:06:07, 106.50, 0.53
EX20, 00:06:08, 106.66, 0.55
EX20, 00:06:08, 106.83, 0.57
EX20, 00:06:08, 107.01, 0.58
EX20, 00:06:08, 107.19, 0.60
EX20, 00:06:08, 107.36, 0.62
EX20, 00:06:08, 107.56, 0.64
EX20, 00:06:08, 107.76, 0.66
EX20, 00:06:08, 107.96, 0.68
EX20, 00:06:09, 108.16, 0.70
EX20, 00:06:09, 108.37, 0.72
EX20, 00:06:09, 108.59, 0.75
EX20, 00:06:09, 108.81, 0.77
EX20, 00:06:09, 109.02, 0.79
EX20, 00:06:09, 109.25, 0.81
EX20, 00:06:09, 109.46, 0.84
EX20, 00:06:10, 109.68, 0.86
EX20, 00:06:10, 109.91, 0.88
EX20, 00:06:10, 110.08, 0.90
EX20, 00:06:10, 110.25, 0.92
EX20, 00:06:10, 110.39, 0.93
EX20, 00:06:10, 110.54, 0.95
EX20, 00:06:10, 110.71, 0.96
EX20, 00:06:10, 110.87, 0.98
EX20, 00:06:11, 110.91, 0.98
EX20, 00:06:11, 110.88, 0.98
EX20, 00:06:11, 110.89, 0.98
EX20, 00:06:11, 110.91, 0.98
EX20, 00:06:11, 110.86, 0.98
EX20, 00:06:11, 110.78, 0.97
EX20, 00:06:11, 110.74, 0.97
EX20, 00:06:11, 110.71, 0.96

EX20, 00:06:12, 110.70, 0.96
EX20, 00:06:12, 110.70, 0.96
EX20, 00:06:12, 110.69, 0.96
EX20, 00:06:12, 110.69, 0.96
EX20, 00:06:12, 110.71, 0.96
EX20, 00:06:12, 110.74, 0.97
EX20, 00:06:12, 110.77, 0.97
EX20, 00:06:12, 110.82, 0.97
EX20, 00:06:13, 110.88, 0.98
EX20, 00:06:13, 110.95, 0.99
EX20, 00:06:13, 111.03, 0.99
EX20, 00:06:13, 111.12, 1.00
EX20, 00:06:13, 111.21, 1.01
EX20, 00:06:13, 111.32, 1.03
EX20, 00:06:13, 111.44, 1.04
EX20, 00:06:13, 111.57, 1.05
EX20, 00:06:14, 111.70, 1.06
EX20, 00:06:14, 111.84, 1.08
EX20, 00:06:14, 111.98, 1.09
EX20, 00:06:14, 112.13, 1.11
EX20, 00:06:14, 112.28, 1.12
EX20, 00:06:14, 112.45, 1.14
EX20, 00:06:14, 112.60, 1.16
EX20, 00:06:14, 112.76, 1.17
EX20, 00:06:15, 112.93, 1.19
EX20, 00:06:15, 113.09, 1.21
EX20, 00:06:15, 113.26, 1.22
EX20, 00:06:15, 113.44, 1.24
EX20, 00:06:15, 113.62, 1.26
EX20, 00:06:15, 113.80, 1.28
EX20, 00:06:15, 114.00, 1.30
EX20, 00:06:15, 114.09, 1.31
EX20, 00:06:16, 114.09, 1.31
EX20, 00:06:16, 114.07, 1.31

EX20, 00:06:16, 114.06, 1.31
EX20, 00:06:16, 114.08, 1.31
EX20, 00:06:16, 114.06, 1.31
EX20, 00:06:16, 114.03, 1.30
EX20, 00:06:16, 114.01, 1.30
EX20, 00:06:16, 114.00, 1.30
EX20, 00:06:17, 113.96, 1.29
EX20, 00:06:17, 113.92, 1.29
EX20, 00:06:17, 113.90, 1.29
EX20, 00:06:17, 113.88, 1.29
EX20, 00:06:17, 113.83, 1.28
EX20, 00:06:17, 113.78, 1.28
EX20, 00:06:17, 113.71, 1.27
EX20, 00:06:17, 113.69, 1.27
EX20, 00:06:18, 113.70, 1.27
EX20, 00:06:18, 113.71, 1.27
EX20, 00:06:18, 113.73, 1.27
EX20, 00:06:18, 113.72, 1.27
EX20, 00:06:18, 113.67, 1.27
EX20, 00:06:18, 113.57, 1.25
EX20, 00:06:18, 113.47, 1.24
EX20, 00:06:18, 113.38, 1.24
EX20, 00:06:19, 113.29, 1.23
EX20, 00:06:19, 113.18, 1.21
EX20, 00:06:19, 113.00, 1.20
EX20, 00:06:19, 112.77, 1.17
EX20, 00:06:19, 112.54, 1.15
EX20, 00:06:19, 112.35, 1.13
EX20, 00:06:19, 112.15, 1.11
EX20, 00:06:19, 111.90, 1.08
EX20, 00:06:20, 111.67, 1.06
EX20, 00:06:20, 111.47, 1.04
EX20, 00:06:20, 111.30, 1.02
EX20, 00:06:20, 111.14, 1.01

EX20, 00:06:20, 111.00, 0.99
EX20, 00:06:20, 110.87, 0.98
EX20, 00:06:20, 110.76, 0.97
EX20, 00:06:21, 110.62, 0.95
EX20, 00:06:21, 110.50, 0.94
EX20, 00:06:21, 110.37, 0.93
EX20, 00:06:21, 110.24, 0.91
EX20, 00:06:21, 110.14, 0.90
EX20, 00:06:21, 110.08, 0.90
EX20, 00:06:21, 110.05, 0.90
EX20, 00:06:21, 110.06, 0.90
EX20, 00:06:22, 110.07, 0.90
EX20, 00:06:22, 110.08, 0.90
EX20, 00:06:22, 110.09, 0.90
EX20, 00:06:22, 110.13, 0.90
EX20, 00:06:22, 110.18, 0.91
EX20, 00:06:22, 110.06, 0.90
EX20, 00:06:22, 109.78, 0.87
EX20, 00:06:22, 109.49, 0.84
EX20, 00:06:23, 109.19, 0.81
EX20, 00:06:23, 108.86, 0.77
EX20, 00:06:23, 108.53, 0.74
EX20, 00:06:23, 108.24, 0.71
EX20, 00:06:23, 107.99, 0.68
EX20, 00:06:23, 107.78, 0.66
EX20, 00:06:23, 107.59, 0.64
EX20, 00:06:23, 107.43, 0.63
EX20, 00:06:24, 107.28, 0.61
EX20, 00:06:24, 107.15, 0.60
EX20, 00:06:24, 107.03, 0.59
EX20, 00:06:24, 106.93, 0.58
EX20, 00:06:24, 106.85, 0.57
EX20, 00:06:24, 106.78, 0.56
EX20, 00:06:24, 106.74, 0.56

EX20, 00:06:24, 106.70, 0.55
EX20, 00:06:25, 106.69, 0.55
EX20, 00:06:25, 106.69, 0.55
EX20, 00:06:25, 106.70, 0.55
EX20, 00:06:25, 106.73, 0.55
EX20, 00:06:25, 106.76, 0.56
EX20, 00:06:25, 106.82, 0.56
EX20, 00:06:25, 106.88, 0.57
EX20, 00:06:25, 106.95, 0.58
EX20, 00:06:26, 107.05, 0.59
EX20, 00:06:26, 107.16, 0.60
EX20, 00:06:26, 107.29, 0.61
EX20, 00:06:26, 107.43, 0.63
EX20, 00:06:26, 107.56, 0.64
EX20, 00:06:26, 107.70, 0.65
EX20, 00:06:26, 107.83, 0.67
EX20, 00:06:26, 107.95, 0.68
EX20, 00:06:27, 108.06, 0.69
EX20, 00:06:27, 108.21, 0.71
EX20, 00:06:27, 108.34, 0.72
EX20, 00:06:27, 108.49, 0.74
EX20, 00:06:27, 108.58, 0.74
EX20, 00:06:27, 108.65, 0.75
EX20, 00:06:27, 108.63, 0.75
EX20, 00:06:27, 108.47, 0.73
EX20, 00:06:28, 108.23, 0.71
EX20, 00:06:28, 108.02, 0.69
EX20, 00:06:28, 107.81, 0.67
EX20, 00:06:28, 107.67, 0.65
EX20, 00:06:28, 107.58, 0.64
EX20, 00:06:28, 107.56, 0.64
EX20, 00:06:28, 107.58, 0.64
EX20, 00:06:28, 107.61, 0.65
EX20, 00:06:29, 107.66, 0.65

EX20, 00:06:29, 107.72, 0.66
EX20, 00:06:29, 107.79, 0.66
EX20, 00:06:29, 107.86, 0.67
EX20, 00:06:29, 107.95, 0.68
EX20, 00:06:29, 108.05, 0.69
EX20, 00:06:29, 108.17, 0.70
EX20, 00:06:29, 108.31, 0.72
EX20, 00:06:30, 108.47, 0.73
EX20, 00:06:30, 108.62, 0.75
EX20, 00:06:30, 108.78, 0.77
EX20, 00:06:30, 108.98, 0.79
EX20, 00:06:30, 109.19, 0.81
EX20, 00:06:30, 109.40, 0.83
EX20, 00:06:30, 109.63, 0.85
EX20, 00:06:31, 109.87, 0.88
EX20, 00:06:31, 110.09, 0.90
EX20, 00:06:31, 110.34, 0.92
EX20, 00:06:31, 110.59, 0.95
EX20, 00:06:31, 110.83, 0.97
EX20, 00:06:31, 110.88, 0.98
EX20, 00:06:31, 110.84, 0.98
EX20, 00:06:31, 110.79, 0.97
EX20, 00:06:32, 110.75, 0.97
EX20, 00:06:32, 110.81, 0.97
EX20, 00:06:32, 110.86, 0.98
EX20, 00:06:32, 110.84, 0.98
EX20, 00:06:32, 110.82, 0.97
EX20, 00:06:32, 110.79, 0.97
EX20, 00:06:32, 110.79, 0.97
EX20, 00:06:32, 110.80, 0.97
EX20, 00:06:33, 110.91, 0.98
EX20, 00:06:33, 111.04, 1.00
EX20, 00:06:33, 111.17, 1.01
EX20, 00:06:33, 111.29, 1.02

EX20, 00:06:33, 111.40, 1.03
EX20, 00:06:33, 111.50, 1.04
EX20, 00:06:33, 111.61, 1.05
EX20, 00:06:33, 111.73, 1.07
EX20, 00:06:34, 111.87, 1.08
EX20, 00:06:34, 112.03, 1.10
EX20, 00:06:34, 112.23, 1.12
EX20, 00:06:34, 112.25, 1.12
EX20, 00:06:34, 112.28, 1.12
EX20, 00:06:34, 112.33, 1.13
EX20, 00:06:34, 112.39, 1.13
EX20, 00:06:34, 112.44, 1.14
EX20, 00:06:35, 112.45, 1.14
EX20, 00:06:35, 112.46, 1.14
EX20, 00:06:35, 112.49, 1.14
EX20, 00:06:35, 112.49, 1.14
EX20, 00:06:35, 112.54, 1.15
EX20, 00:06:35, 112.58, 1.15
EX20, 00:06:35, 112.63, 1.16
EX20, 00:06:35, 112.70, 1.17
EX20, 00:06:36, 112.77, 1.17
EX20, 00:06:36, 112.86, 1.18
EX20, 00:06:36, 112.94, 1.19
EX20, 00:06:36, 113.03, 1.20
EX20, 00:06:36, 113.13, 1.21
EX20, 00:06:36, 113.23, 1.22
EX20, 00:06:36, 113.31, 1.23
EX20, 00:06:36, 113.38, 1.24
EX20, 00:06:37, 113.42, 1.24
EX20, 00:06:37, 113.44, 1.24
EX20, 00:06:37, 113.47, 1.24
EX20, 00:06:37, 113.46, 1.24
EX20, 00:06:37, 113.50, 1.25
EX20, 00:06:37, 113.52, 1.25

EX20, 00:06:37, 113.53, 1.25
EX20, 00:06:37, 113.53, 1.25
EX20, 00:06:38, 113.53, 1.25
EX20, 00:06:38, 113.49, 1.25
EX20, 00:06:38, 113.44, 1.24
EX20, 00:06:38, 113.38, 1.24
EX20, 00:06:38, 113.30, 1.23
EX20, 00:06:38, 113.23, 1.22
EX20, 00:06:38, 113.18, 1.22
EX20, 00:06:38, 113.15, 1.21
EX20, 00:06:39, 113.15, 1.21
EX20, 00:06:39, 113.16, 1.21
EX20, 00:06:39, 113.19, 1.22
EX20, 00:06:39, 113.21, 1.22
